Product_ID,Category,Product_Name,Brand,Price,Cost,Units_Sold,SKU,Shelf_Space,Customer_Ratings,Frequency_of_Purchase,Sales,Gross_Margin,Total_Customers,Total_Transactions
P02805,Snacks,Product 2805,Brand A,21.56,38.02,3027,93,4.24,4.0,13,65262.12,-49824.42,2701,3027
P02806,Beverages,Product 2806,Brand C,20.53,34.66,3282,78,1.06,3.8,59,67379.46,-46374.66,2360,2770
P02807,Produce,Product 2807,Brand A,31.84,29.17,2270,29,3.81,3.6,12,72276.8,6060.9,1931,2021
P02808,Beverages,Product 2808,Brand D,27.74,34.16,1203,94,4.59,4.0,17,33371.22,-7723.26,485,861
P02809,Beverages,Product 2809,Brand E,22.26,8.1,4224,11,1.22,3.3,21,94026.24,59811.84,627,652
P02810,Dairy,Product 2810,Brand B,14.77,13.8,1672,94,2.29,3.8,44,24695.44,1621.84,1511,1672
P02811,Snacks,Product 2811,Brand D,31.29,5.89,3645,97,1.47,2.9,75,114052.05,92583.0,3450,3645
P02812,Bakery,Product 2812,Brand C,45.23,37.82,4498,18,4.92,4.4,62,203444.54,33330.18,4297,4498
P02813,Bakery,Product 2813,Brand A,6.05,31.01,2460,48,1.35,4.3,96,14883.0,-61401.6,489,910
P02814,Produce,Product 2814,Brand D,35.21,16.71,3456,39,4.57,4.9,42,121685.76,63936.0,1325,1491
P02815,Produce,Product 2815,Brand B,6.69,8.77,3960,63,0.72,4.5,27,26492.4,-8236.8,3738,3960
P02816,Snacks,Product 2816,Brand E,45.41,34.66,4175,91,4.05,4.7,67,189586.75,44881.25,3892,4175
P02817,Bakery,Product 2817,Brand D,29.63,33.61,4428,67,4.1,3.4,95,131201.64,-17623.44,940,953
P02818,Dairy,Product 2818,Brand C,17.1,31.01,2903,53,3.97,3.7,87,49641.3,-40380.73,1477,1884
P02819,Bakery,Product 2819,Brand E,3.76,19.22,3780,52,0.78,3.7,54,14212.8,-58438.8,334,785
P02820,Beverages,Product 2820,Brand A,5.09,38.79,3542,19,2.23,4.9,24,18028.78,-119365.4,213,556
P02821,Produce,Product 2821,Brand D,25.65,14.57,3593,57,3.81,3.4,24,92160.45,39810.44,3238,3593
P02822,Produce,Product 2822,Brand C,36.58,27.55,1845,94,1.02,4.4,54,67490.1,16660.35,908,1154
P02823,Beverages,Product 2823,Brand B,49.35,35.68,2338,95,1.47,3.6,77,115380.3,31960.46,2250,2338
P02824,Produce,Product 2824,Brand A,26.86,31.01,4363,26,2.82,4.0,78,117190.18,-18106.45,510,949
P02825,Snacks,Product 2825,Brand C,41.5,34.66,4026,14,1.04,3.2,76,167079.0,27537.84,1418,1839
P02826,Beverages,Product 2826,Brand A,44.62,2.55,4890,79,4.83,3.2,85,218191.8,205722.3,4186,4326
P02827,Dairy,Product 2827,Brand A,8.01,34.66,2777,83,0.74,4.3,71,22243.77,-74007.05,1687,1997
P02828,Dairy,Product 2828,Brand E,32.52,13.44,3776,73,1.47,3.1,93,122795.52,72046.08,1160,1416
P02829,Snacks,Product 2829,Brand A,5.47,22.49,3610,75,3.4,4.1,53,19746.7,-61442.2,166,442
P02830,Snacks,Product 2830,Brand C,25.09,27.32,2499,80,4.69,3.5,29,62699.91,-5572.77,2353,2499
P02831,Produce,Product 2831,Brand C,25.14,37.1,1291,13,4.34,2.7,48,32455.74,-15440.36,440,447
P02832,Bakery,Product 2832,Brand C,5.47,7.89,4323,92,5.0,4.9,48,23646.81,-10461.66,4077,4323
P02833,Dairy,Product 2833,Brand B,14.72,37.34,2919,37,4.6,2.7,10,42967.68,-66027.78,2573,2919
P02834,Beverages,Product 2834,Brand A,20.53,19.64,4244,93,3.85,3.4,76,87129.32,3777.16,1055,1259
P02835,Produce,Product 2835,Brand D,15.0,37.82,4886,47,1.02,4.7,56,73290.0,-111498.52,4404,4886
P02836,Dairy,Product 2836,Brand C,4.99,6.85,2350,75,4.96,3.7,82,11726.5,-4371.0,2110,2350
P02837,Frozen,Product 2837,Brand E,19.34,1.95,2468,76,4.1,3.1,63,47731.12,42918.52,1988,2468
P02838,Bakery,Product 2838,Brand D,2.24,24.73,1005,69,4.57,3.2,29,2251.2,-22602.45,468,562
P02839,Produce,Product 2839,Brand C,44.62,9.87,4617,56,4.69,2.5,18,206010.54,160440.75,1862,2248
P02840,Snacks,Product 2840,Brand D,35.35,10.08,1403,34,2.9,2.9,37,49596.05,35453.81,1093,1403
P02841,Produce,Product 2841,Brand E,3.0,4.52,4824,75,0.67,2.6,73,14472.0,-7332.48,181,189
P02842,Snacks,Product 2842,Brand D,1.89,25.07,1704,88,0.8,3.9,44,3220.56,-39498.72,1287,1704
P02843,Bakery,Product 2843,Brand C,31.82,10.08,906,76,1.25,3.8,49,28828.92,19696.44,476,906
P02844,Bakery,Product 2844,Brand C,10.22,27.03,1305,78,3.89,5.0,11,13337.1,-21937.05,102,272
P02845,Frozen,Product 2845,Brand A,41.5,7.79,2348,49,1.37,4.9,12,97442.0,79151.08,783,902
P02846,Snacks,Product 2846,Brand C,38.13,1.64,3535,59,2.6,4.5,23,134789.55,128992.15,3289,3535
P02847,Beverages,Product 2847,Brand C,19.44,29.17,3955,49,3.48,4.0,90,76885.2,-38482.15,3827,3955
P02848,Dairy,Product 2848,Brand B,4.57,3.5,3034,46,0.75,2.6,77,13865.38,3246.38,863,1085
P02849,Frozen,Product 2849,Brand D,32.48,31.67,2698,78,1.98,3.7,56,87631.04,2185.38,365,428
P02850,Snacks,Product 2850,Brand A,37.56,21.22,4008,26,1.73,4.0,63,150540.48,65490.72,2582,2699
P02851,Frozen,Product 2851,Brand A,22.63,18.64,3421,71,4.57,4.9,67,77417.23,13649.79,2829,2938
P02852,Dairy,Product 2852,Brand A,20.53,7.35,3479,50,3.17,3.6,71,71423.87,45853.22,824,1058
P02853,Bakery,Product 2853,Brand D,31.67,16.44,3433,85,3.89,4.0,60,108723.11,52284.59,2940,3433
P02854,Bakery,Product 2854,Brand A,32.81,15.37,4910,51,4.1,4.9,87,161097.1,85630.4,2523,2999
P02855,Frozen,Product 2855,Brand D,14.59,21.72,2982,40,0.58,4.6,57,43507.38,-21261.66,2513,2718
P02856,Produce,Product 2856,Brand A,3.23,36.87,5050,42,0.8,4.5,36,16311.5,-169882.0,4962,5050
P02857,Dairy,Product 2857,Brand A,48.17,25.0,2992,52,3.4,2.7,86,144124.64,69324.64,2575,2992
P02858,Produce,Product 2858,Brand E,1.56,14.15,3687,76,0.8,2.6,64,5751.72,-46419.33,1164,1489
P02859,Beverages,Product 2859,Brand C,23.96,21.05,4611,47,2.83,3.2,93,110479.56,13418.01,2391,2771
P02860,Beverages,Product 2860,Brand D,40.37,11.71,3232,50,0.54,4.2,58,130475.84,92629.12,2992,3232
P02861,Beverages,Product 2861,Brand E,14.77,14.15,4696,72,2.23,4.4,33,69359.92,2911.52,4498,4696
P02862,Dairy,Product 2862,Brand E,47.55,17.55,4569,49,4.34,3.6,19,217255.95,137070.0,4565,4569
P02863,Frozen,Product 2863,Brand D,13.14,18.17,2528,39,4.34,4.6,16,33217.92,-12715.84,2422,2528
P02864,Snacks,Product 2864,Brand D,44.62,3.67,2619,56,2.71,4.0,26,116859.78,107248.05,146,253
P02865,Bakery,Product 2865,Brand C,47.13,5.27,2516,31,4.34,3.5,31,118579.08,105319.76,2264,2516
P02866,Bakery,Product 2866,Brand E,39.08,20.38,3947,64,3.8,4.3,68,154248.76,73808.9,3761,3947
P02867,Produce,Product 2867,Brand A,5.96,21.22,2890,52,1.31,3.6,53,17224.4,-44101.4,2664,2890
P02868,Beverages,Product 2868,Brand C,49.31,28.68,3838,70,4.57,3.3,20,189251.78,79177.94,3425,3838
P02869,Snacks,Product 2869,Brand A,44.88,30.88,2787,83,0.58,5.0,51,125080.56,39018.0,2766,2787
P02870,Dairy,Product 2870,Brand A,32.12,38.02,1153,41,1.66,4.2,32,37034.36,-6802.7,855,1009
P02871,Bakery,Product 2871,Brand C,46.61,6.31,4941,13,1.66,4.9,69,230300.01,199122.3,3344,3568
P02872,Frozen,Product 2872,Brand C,1.71,23.46,1638,54,2.26,4.0,95,2800.98,-35626.5,1552,1638
P02873,Beverages,Product 2873,Brand C,1.6,10.08,1748,81,4.76,3.5,71,2796.8,-14823.04,1004,1045
P02874,Beverages,Product 2874,Brand D,39.69,39.99,2888,29,1.02,4.9,63,114624.72,-866.4,2554,2888
P02875,Beverages,Product 2875,Brand A,18.31,34.06,4005,80,2.4,4.5,91,73331.55,-63078.75,3587,4005
P02876,Produce,Product 2876,Brand D,38.13,29.17,4795,74,0.98,4.9,99,182833.35,42963.2,4160,4645
P02877,Produce,Product 2877,Brand E,1.71,13.49,4654,69,4.48,2.7,22,7958.34,-54824.12,3863,4035
P02878,Snacks,Product 2878,Brand B,20.07,10.7,4611,98,4.98,3.0,77,92542.77,43205.07,878,1263
P02879,Snacks,Product 2879,Brand B,47.58,28.31,2462,35,0.84,4.3,36,117141.96,47442.74,1890,2050
P02880,Produce,Product 2880,Brand C,3.25,5.59,2639,82,2.58,3.3,49,8576.75,-6175.26,1701,1861
P02881,Frozen,Product 2881,Brand C,5.16,39.47,4890,32,3.17,3.7,83,25232.4,-167775.9,4839,4890
P02882,Frozen,Product 2882,Brand E,8.98,38.01,4726,49,3.41,4.6,94,42439.48,-137195.78,4608,4726
P02883,Beverages,Product 2883,Brand A,35.61,27.03,4223,11,2.86,4.9,84,150381.03,36233.34,3943,4223
P02884,Produce,Product 2884,Brand C,35.09,31.01,3947,35,4.24,4.9,93,138500.23,16103.76,3775,3947
P02885,Snacks,Product 2885,Brand A,24.23,10.7,4426,87,4.7,4.1,92,107241.98,59883.78,3957,4426
P02886,Frozen,Product 2886,Brand E,29.7,13.8,2271,71,0.91,3.9,19,67448.7,36108.9,1105,1437
P02887,Produce,Product 2887,Brand C,19.37,38.01,2884,53,4.96,2.9,24,55863.08,-53757.76,2800,2884
P02888,Produce,Product 2888,Brand B,24.23,7.35,624,40,0.7,4.0,54,15119.52,10533.12,331,624
P02889,Snacks,Product 2889,Brand D,47.07,32.34,4093,35,1.97,2.9,62,192657.51,60289.89,3753,4093
P02890,Dairy,Product 2890,Brand D,24.23,39.87,4876,92,2.82,4.3,91,118145.48,-76260.64,4686,4752
P02891,Beverages,Product 2891,Brand B,21.22,20.55,2503,14,4.2,3.9,16,53113.66,1677.01,2233,2503
P02892,Beverages,Product 2892,Brand D,31.39,25.07,4337,79,4.28,4.3,39,136138.43,27409.84,3936,4337
P02893,Beverages,Product 2893,Brand A,47.13,27.32,3282,44,4.24,4.5,87,154680.66,65016.42,1790,2134
P02894,Beverages,Product 2894,Brand B,47.55,18.7,2975,25,1.91,4.1,39,141461.25,85828.75,1323,1801
P02895,Snacks,Product 2895,Brand B,40.53,18.17,2574,40,3.62,2.5,36,104324.22,57554.64,2303,2574
P02896,Produce,Product 2896,Brand D,25.14,8.65,4311,91,0.58,2.6,58,108378.54,71088.39,997,1058
P02897,Frozen,Product 2897,Brand C,48.1,24.92,4573,23,2.65,3.8,66,219961.3,106002.14,1969,2146
P02898,Snacks,Product 2898,Brand B,23.33,35.86,2242,34,3.17,2.9,73,52305.86,-28092.26,251,605
P02899,Beverages,Product 2899,Brand A,29.2,22.44,2606,88,1.47,3.6,72,76095.2,17616.56,1451,1568
P02900,Bakery,Product 2900,Brand E,22.97,6.54,3004,99,4.33,4.1,57,69001.88,49355.72,271,407
P02901,Beverages,Product 2901,Brand B,5.63,32.08,2019,84,1.08,2.9,50,11366.97,-53402.55,1529,2019
P02902,Frozen,Product 2902,Brand A,23.27,34.56,5216,80,3.3,3.3,90,121376.32,-58888.64,4957,5216
P02903,Bakery,Product 2903,Brand D,3.23,14.57,4969,27,4.54,3.9,39,16049.87,-56348.46,3533,3789
P02904,Produce,Product 2904,Brand A,10.22,10.47,3630,59,2.0,3.3,91,37098.6,-907.5,3299,3630
P02905,Frozen,Product 2905,Brand D,48.75,5.59,4711,29,1.33,4.6,12,229661.25,203326.76,1998,2409
P02906,Produce,Product 2906,Brand A,33.35,32.52,3851,65,0.9,3.5,46,128430.85,3196.33,1459,1852
P02907,Snacks,Product 2907,Brand B,2.3,30.33,1213,11,2.59,4.7,39,2789.9,-34000.39,792,1063
P02908,Bakery,Product 2908,Brand A,32.23,13.29,3929,35,0.78,3.9,63,126631.67,74415.26,199,231
P02909,Bakery,Product 2909,Brand A,19.23,34.66,3796,32,2.01,4.0,94,72997.08,-58572.28,3542,3796
P02910,Frozen,Product 2910,Brand C,5.16,27.55,3416,41,1.67,3.1,93,17626.56,-76484.24,3149,3416
P02911,Frozen,Product 2911,Brand D,45.41,6.31,2945,22,3.8,4.2,95,133732.45,115149.5,2020,2407
P02912,Beverages,Product 2912,Brand B,35.09,15.99,1258,22,0.91,3.8,94,44143.22,24027.8,527,809
P02913,Produce,Product 2913,Brand E,22.97,32.99,693,26,0.76,2.6,97,15918.21,-6943.86,686,693
P02914,Snacks,Product 2914,Brand E,6.45,14.15,3415,98,3.11,2.7,94,22026.75,-26295.5,3067,3415
P02915,Frozen,Product 2915,Brand D,35.1,20.8,4309,67,3.15,2.7,16,151245.9,61618.7,3304,3743
P02916,Frozen,Product 2916,Brand D,6.82,13.44,1276,95,1.33,3.3,17,8702.32,-8447.12,355,394
P02917,Snacks,Product 2917,Brand C,47.57,13.49,1577,36,2.45,4.0,95,75017.89,53744.16,1573,1577
P02918,Bakery,Product 2918,Brand A,47.58,5.59,3567,26,3.48,4.0,95,169717.86,149778.33,820,850
P02919,Dairy,Product 2919,Brand A,39.04,19.01,2266,99,4.59,4.2,72,88464.64,45387.98,2100,2266
P02920,Frozen,Product 2920,Brand C,22.02,2.11,4928,47,3.54,3.0,72,108514.56,98116.48,3107,3414
P02921,Bakery,Product 2921,Brand C,31.18,32.77,3360,23,2.55,4.9,73,104764.8,-5342.4,2727,3189
P02922,Bakery,Product 2922,Brand B,5.16,18.77,4872,23,3.02,3.2,39,25139.52,-66307.92,4602,4638
P02923,Produce,Product 2923,Brand D,32.81,5.6,3412,21,2.82,2.5,19,111947.72,92840.52,2389,2740
P02924,Beverages,Product 2924,Brand D,42.4,39.87,4809,78,4.22,4.1,78,203901.6,12166.77,4310,4809
P02925,Beverages,Product 2925,Brand A,21.04,29.94,2959,77,1.21,4.9,58,62257.36,-26335.1,1831,2042
P02926,Produce,Product 2926,Brand A,45.23,4.52,2390,64,4.81,3.9,48,108099.7,97296.9,2277,2390
P02927,Beverages,Product 2927,Brand A,47.55,5.04,2377,72,2.85,4.4,43,113026.35,101046.27,1680,1797
P02928,Snacks,Product 2928,Brand B,48.15,22.49,3642,38,4.12,4.6,19,175362.3,93453.72,3326,3642
P02929,Bakery,Product 2929,Brand C,37.92,2.55,2062,98,0.76,2.5,18,78191.04,72932.94,1093,1144
P02930,Bakery,Product 2930,Brand A,28.36,30.06,2556,54,0.7,3.0,69,72488.16,-4345.2,2096,2556
P02931,Bakery,Product 2931,Brand C,37.79,17.02,5123,13,3.9,3.7,14,193598.17,106404.71,4690,5123
P02932,Bakery,Product 2932,Brand E,4.81,4.73,4296,25,1.98,4.7,44,20663.76,343.68,1952,1967
P02933,Frozen,Product 2933,Brand C,20.02,36.21,1370,75,0.82,4.9,20,27427.4,-22180.3,181,382
P02934,Produce,Product 2934,Brand D,35.61,15.13,4814,32,4.76,2.7,51,171426.54,98590.72,3950,4297
P02935,Dairy,Product 2935,Brand A,37.79,18.77,4552,77,2.9,4.0,89,172020.08,86579.04,3112,3236
P02936,Beverages,Product 2936,Brand C,25.09,9.87,3156,29,3.54,4.4,29,79184.04,48034.32,2816,3156
P02937,Snacks,Product 2937,Brand C,1.56,24.43,4637,26,2.42,4.9,60,7233.72,-106048.19,1555,1711
P02938,Snacks,Product 2938,Brand A,48.1,4.99,1706,61,2.85,4.9,10,82058.6,73545.66,1297,1706
P02939,Bakery,Product 2939,Brand E,6.76,32.08,3420,15,3.0,5.0,99,23119.2,-86594.4,3212,3420
P02940,Produce,Product 2940,Brand D,4.84,5.6,3482,91,4.58,3.7,20,16852.88,-2646.32,3016,3482
P02941,Snacks,Product 2941,Brand B,25.23,14.26,2835,93,3.11,4.9,70,71527.05,31099.95,1411,1653
P02942,Bakery,Product 2942,Brand B,3.25,5.89,1046,48,3.85,3.7,88,3399.5,-2761.44,660,824
P02943,Snacks,Product 2943,Brand D,48.17,7.89,2464,43,4.19,3.3,48,118690.88,99249.92,2204,2464
P02944,Beverages,Product 2944,Brand B,48.15,18.3,2595,63,3.15,2.9,57,124949.25,77460.75,2153,2430
P02945,Snacks,Product 2945,Brand A,1.53,34.16,3750,97,4.08,2.7,91,5737.5,-122362.5,1698,2045
P02946,Frozen,Product 2946,Brand D,19.44,10.69,1237,91,0.71,4.6,97,24047.28,10823.75,1044,1237
P02947,Snacks,Product 2947,Brand A,5.09,27.77,2368,74,0.7,4.4,37,12053.12,-53706.24,678,1003
P02948,Snacks,Product 2948,Brand D,29.63,24.73,4577,96,4.27,3.9,98,135616.51,22427.3,1014,1506
P02949,Beverages,Product 2949,Brand C,37.02,32.77,788,38,2.48,4.1,96,29171.76,3349.0,261,499
P02950,Beverages,Product 2950,Brand B,5.79,27.03,2569,50,4.98,2.5,84,14874.51,-54565.56,874,1268
P02951,Dairy,Product 2951,Brand A,37.02,4.0,4653,72,4.95,3.1,89,172254.06,153642.06,156,206
P02952,Bakery,Product 2952,Brand B,41.96,36.87,1502,41,4.91,3.3,45,63023.92,7645.18,1289,1502
P02953,Beverages,Product 2953,Brand A,26.3,32.08,4410,75,0.75,3.8,96,115983.0,-25489.8,4144,4410
P02954,Beverages,Product 2954,Brand D,31.18,7.87,949,54,2.23,3.5,79,29589.82,22121.19,645,735
P02955,Frozen,Product 2955,Brand A,23.96,5.56,3224,26,0.9,4.0,71,77247.04,59321.6,3080,3224
P02956,Bakery,Product 2956,Brand B,8.98,18.64,4408,52,2.56,4.2,97,39583.84,-42581.28,4242,4408
P02957,Bakery,Product 2957,Brand B,16.82,1.64,1580,75,0.78,4.7,79,26575.6,23984.4,1513,1580
P02958,Beverages,Product 2958,Brand D,4.57,25.3,4842,77,1.37,3.7,19,22127.94,-100374.66,2515,2535
P02959,Bakery,Product 2959,Brand D,40.53,6.6,4294,43,3.79,3.7,95,174035.82,145695.42,4183,4294
P02960,Bakery,Product 2960,Brand A,45.36,31.67,3926,10,3.97,3.7,96,178083.36,53746.94,3488,3557
P02961,Produce,Product 2961,Brand C,47.07,17.78,3757,32,3.41,4.9,14,176841.99,110042.53,3303,3757
P02962,Snacks,Product 2962,Brand A,47.58,15.99,3347,15,2.59,3.7,37,159250.26,105731.73,1512,1537
P02963,Dairy,Product 2963,Brand A,5.94,8.85,3074,25,2.56,3.6,68,18259.56,-8945.34,2729,3074
P02964,Produce,Product 2964,Brand D,37.79,7.79,3661,11,3.81,3.6,18,138349.19,109830.0,671,981
P02965,Dairy,Product 2965,Brand C,32.12,35.92,1852,85,2.17,2.9,48,59486.24,-7037.6,1840,1852
P02966,Dairy,Product 2966,Brand B,47.42,24.92,4092,36,4.76,4.3,71,194042.64,92070.0,4027,4092
P02967,Snacks,Product 2967,Brand A,19.23,30.06,629,28,3.02,2.9,98,12095.67,-6812.07,447,629
P02968,Bakery,Product 2968,Brand A,20.53,13.29,3196,37,4.27,3.7,47,65613.88,23139.04,944,1178
P02969,Beverages,Product 2969,Brand C,49.35,22.3,3088,44,3.76,4.8,33,152392.8,83530.4,2765,3088
P02970,Frozen,Product 2970,Brand E,16.63,10.22,5097,77,4.69,3.3,73,84763.11,32671.77,4692,5097
P02971,Bakery,Product 2971,Brand A,48.17,21.05,5024,58,2.82,2.7,52,242006.08,136250.88,4891,5024
P02972,Frozen,Product 2972,Brand E,29.6,2.55,3876,16,4.69,4.4,25,114729.6,104845.8,3690,3876
P02973,Frozen,Product 2973,Brand D,23.96,38.01,2678,46,3.89,4.4,75,64164.88,-37625.9,2599,2678
P02974,Dairy,Product 2974,Brand A,20.02,11.14,1951,34,1.35,4.3,75,39059.02,17324.88,642,774
P02975,Bakery,Product 2975,Brand A,16.17,5.54,4229,50,0.9,3.4,78,68382.93,44954.27,315,590
P02976,Bakery,Product 2976,Brand D,8.01,10.08,3337,90,0.88,4.2,55,26729.37,-6907.59,3000,3337
P02977,Bakery,Product 2977,Brand B,14.72,20.38,4804,71,1.57,3.6,30,70714.88,-27190.64,4493,4804
P02978,Produce,Product 2978,Brand A,14.72,24.73,4979,50,0.82,3.8,69,73290.88,-49839.79,1469,1786
P02979,Beverages,Product 2979,Brand E,4.49,25.3,3902,23,1.97,3.0,19,17519.98,-81200.62,385,585
P02980,Dairy,Product 2980,Brand B,38.31,22.44,3260,63,2.01,3.3,27,124890.6,51736.2,3159,3260
P02981,Beverages,Product 2981,Brand A,16.68,2.29,4473,11,2.26,3.9,99,74609.64,64366.47,4321,4473
P02982,Dairy,Product 2982,Brand A,47.57,10.47,1856,97,3.3,3.8,93,88289.92,68857.6,150,602
P02983,Dairy,Product 2983,Brand D,35.1,25.0,3280,88,3.82,4.4,50,115128.0,33128.0,1825,2041
P02984,Dairy,Product 2984,Brand B,16.63,11.9,4813,57,0.7,2.9,45,80040.19,22765.49,4666,4813
P02985,Produce,Product 2985,Brand A,39.96,8.85,1779,60,2.9,4.7,94,71088.84,55344.69,1499,1779
P02986,Beverages,Product 2986,Brand E,31.96,34.66,3846,64,2.48,4.2,75,122918.16,-10384.2,3536,3846
P02987,Beverages,Product 2987,Brand B,47.57,21.05,3636,21,0.52,3.9,55,172964.52,96426.72,3403,3636
P02988,Bakery,Product 2988,Brand A,13.26,10.08,4103,92,1.06,3.1,32,54405.78,13047.54,2817,3310
P02989,Frozen,Product 2989,Brand D,16.63,1.07,1578,78,0.7,3.0,48,26242.14,24553.68,1429,1578
P02990,Produce,Product 2990,Brand A,41.96,30.89,4970,10,3.41,4.3,13,208541.2,55017.9,4633,4970
P02991,Produce,Product 2991,Brand A,37.78,28.31,3878,68,4.53,3.6,50,146510.84,36724.66,3422,3878
P02992,Snacks,Product 2992,Brand D,23.27,1.54,3477,82,3.87,3.9,12,80909.79,75555.21,2998,3477
P02993,Dairy,Product 2993,Brand A,3.82,26.91,4044,43,1.53,4.3,62,15448.08,-93375.96,2489,2764
P02994,Bakery,Product 2994,Brand C,5.63,7.49,1307,55,3.43,4.0,83,7358.41,-2431.02,848,1307
P02995,Bakery,Product 2995,Brand C,16.65,24.62,950,68,0.8,2.9,45,15817.5,-7571.5,623,804
P02996,Produce,Product 2996,Brand B,4.46,34.16,1509,75,3.43,4.6,58,6730.14,-44817.3,754,1248
P02997,Bakery,Product 2997,Brand C,5.79,10.27,5135,28,4.53,3.1,36,29731.65,-23004.8,4701,5135
P02998,Dairy,Product 2998,Brand D,37.87,26.87,4745,37,3.51,3.8,62,179693.15,52195.0,4594,4745
P02999,Produce,Product 2999,Brand B,48.82,7.31,3346,49,3.41,4.8,58,163351.72,138892.46,3053,3346
P03000,Bakery,Product 3000,Brand A,22.51,27.32,3573,66,4.47,3.1,92,80428.23,-17186.13,3289,3573
P03001,Frozen,Product 3001,Brand A,5.16,34.56,2679,60,3.4,3.9,10,13823.64,-78762.6,2208,2679
P03002,Bakery,Product 3002,Brand C,31.67,23.46,4839,31,2.38,3.7,99,153251.13,39728.19,2038,2242
P03003,Beverages,Product 3003,Brand E,48.52,15.07,2437,77,1.02,2.6,55,118243.24,81517.65,1304,1384
P03004,Bakery,Product 3004,Brand C,48.1,37.34,4603,17,1.04,2.7,71,221404.3,49528.28,4139,4603
P03005,Bakery,Product 3005,Brand A,20.53,4.52,4644,69,4.98,2.8,86,95341.32,74350.44,4182,4644
P03006,Beverages,Product 3006,Brand B,31.18,36.48,4875,74,0.75,2.5,75,152002.5,-25837.5,4162,4489
P03007,Beverages,Product 3007,Brand C,44.5,30.03,2553,45,0.52,3.3,31,113608.5,36941.91,364,513
P03008,Produce,Product 3008,Brand A,4.99,39.99,3711,80,0.88,2.6,48,18517.89,-129885.0,3434,3711
P03009,Snacks,Product 3009,Brand E,21.04,21.05,1236,98,0.91,3.8,53,26005.44,-12.36,811,1236
P03010,Beverages,Product 3010,Brand C,39.04,4.93,1571,38,2.23,3.3,11,61331.84,53586.81,1012,1047
P03011,Bakery,Product 3011,Brand C,5.12,10.7,2200,74,1.57,4.9,84,11264.0,-12276.0,1834,2200
P03012,Snacks,Product 3012,Brand A,36.58,8.91,2748,65,4.08,2.6,68,100521.84,76037.16,1545,1761
P03013,Dairy,Product 3013,Brand D,17.1,17.3,3662,91,4.46,4.6,99,62620.2,-732.4,2236,2237
P03014,Bakery,Product 3014,Brand B,32.23,6.6,637,13,2.26,3.1,37,20530.51,16326.31,431,637
P03015,Bakery,Product 3015,Brand E,2.14,36.21,4417,93,2.48,4.5,99,9452.38,-150487.19,3949,4417
P03016,Produce,Product 3016,Brand E,45.36,4.52,4026,81,2.26,2.5,90,182619.36,164421.84,3934,4026
P03017,Frozen,Product 3017,Brand D,4.62,27.77,2872,59,2.84,4.2,76,13268.64,-66486.8,251,717
P03018,Beverages,Product 3018,Brand C,44.62,5.56,1258,48,1.28,4.2,23,56131.96,49137.48,807,1258
P03019,Beverages,Product 3019,Brand C,44.5,18.17,3971,44,0.7,4.0,25,176709.5,104556.43,520,611
P03020,Snacks,Product 3020,Brand D,41.27,17.02,4465,34,3.0,4.2,60,184270.55,108276.25,352,422
P03021,Frozen,Product 3021,Brand A,10.59,38.81,1230,87,2.26,2.5,37,13025.7,-34710.6,1098,1230
P03022,Dairy,Product 3022,Brand D,47.42,21.72,3912,53,4.12,3.3,62,185507.04,100538.4,3655,3912
P03023,Dairy,Product 3023,Brand E,4.49,10.47,1597,56,4.8,4.9,61,7170.53,-9550.06,392,797
P03024,Snacks,Product 3024,Brand A,33.95,6.44,2126,49,2.82,3.3,34,72177.7,58486.26,1340,1695
P03025,Beverages,Product 3025,Brand D,25.23,2.29,486,40,1.73,3.2,66,12261.78,11148.84,268,360
P03026,Frozen,Product 3026,Brand B,31.67,25.52,3707,78,1.04,4.4,18,117400.69,22798.05,2881,2963
P03027,Produce,Product 3027,Brand A,19.23,14.26,812,90,1.31,3.3,20,15614.76,4035.64,136,508
P03028,Bakery,Product 3028,Brand A,9.49,18.17,1925,83,0.76,3.8,54,18268.25,-16709.0,1544,1925
P03029,Snacks,Product 3029,Brand A,20.53,13.29,4799,52,1.53,4.3,94,98523.47,34744.76,4491,4799
P03030,Frozen,Product 3030,Brand A,35.09,16.44,4144,64,4.59,4.4,11,145412.96,77285.6,2467,2566
P03031,Beverages,Product 3031,Brand A,35.48,7.25,4778,25,4.96,4.1,63,169523.44,134882.94,1022,1075
P03032,Snacks,Product 3032,Brand D,22.26,38.79,2261,77,3.43,3.7,43,50329.86,-37374.33,1920,2261
P03033,Dairy,Product 3033,Brand C,9.69,20.19,3779,78,3.85,2.5,51,36618.51,-39679.5,2542,2622
P03034,Snacks,Product 3034,Brand E,22.63,27.32,5156,51,4.41,3.3,86,116680.28,-24181.64,4844,5156
P03035,Frozen,Product 3035,Brand C,29.2,5.79,4952,50,0.73,3.9,78,144598.4,115926.32,4478,4952
P03036,Produce,Product 3036,Brand C,25.09,20.8,2121,59,3.17,3.6,20,53215.89,9099.09,1762,2121
P03037,Frozen,Product 3037,Brand B,16.17,10.27,1948,93,2.65,3.9,38,31499.16,11493.2,1098,1555
P03038,Snacks,Product 3038,Brand B,37.79,5.98,4624,15,4.58,2.7,14,174740.96,147089.44,4281,4624
P03039,Snacks,Product 3039,Brand E,35.61,35.92,4852,84,4.27,3.7,29,172779.72,-1504.12,4402,4852
P03040,Bakery,Product 3040,Brand D,19.92,13.44,4497,62,0.7,4.3,48,89580.24,29140.56,4046,4497
